,Date,Time,Type,Fee,Amount,Status
1485,04/05/2019,18:22:32,Withdrawal,$     2.50,$    20.00,Approved
1487,04/05/2019,18:51:53,Withdrawal,$     2.50,$    20.00,Approved
1488,04/06/2019,14:23:12,Withdrawal,$     0.00,$   100.00,Insufficient Funds
1489,04/06/2019,14:24:12,Withdrawal,$     2.50,$   180.00,Approved
1490,04/05/2019,18:50:25,Withdrawal,$     2.50,$   180.00,Approved
1491,04/06/2019,12:48:28,Withdrawal,$     2.50,$    80.00,Approved
1492,04/06/2019,16:40:17,Withdrawal,$     2.50,$    80.00,Approved
1494,04/06/2019,20:04:42,Withdrawal,$     2.50,$    20.00,Approved
1495,04/06/2019,19:50:15,Withdrawal,$     2.50,$    60.00,Approved
1497,04/07/2019,12:23:27,Withdrawal,$     2.50,$    20.00,Approved
1499,04/07/2019,20:44:12,Withdrawal,$     2.50,$    20.00,Approved
1501,04/08/2019,08:18:14,Withdrawal,$     2.50,$    60.00,Approved
1503,04/08/2019,15:38:38,Withdrawal,$     2.50,$   100.00,Approved
1504,04/08/2019,20:07:02,Withdrawal,$     2.50,$    20.00,Approved
1505,04/08/2019,15:42:00,Withdrawal,$     2.50,$    80.00,Approved
1506,04/08/2019,12:48:35,Withdrawal,$     2.50,$    20.00,Approved
1509,04/08/2019,21:30:42,Withdrawal,$     2.50,$    40.00,Approved
1511,04/09/2019,17:13:04,Withdrawal,$     2.50,$    60.00,Approved
1512,04/09/2019,14:21:06,Withdrawal,$     2.50,$    20.00,Approved
1513,04/10/2019,13:21:35,Withdrawal,$     2.50,$    20.00,Approved
1514,04/10/2019,18:25:51,Withdrawal,$     2.50,$   200.00,Approved
1516,04/10/2019,17:25:47,Withdrawal,$     2.50,$   300.00,Approved
1517,04/11/2019,11:32:02,Withdrawal,$     2.50,$   200.00,Approved
1519,04/11/2019,12:26:05,Withdrawal,$     2.50,$    40.00,Approved
1520,04/11/2019,12:51:27,Withdrawal,$     2.50,$   400.00,Approved
1522,04/11/2019,13:48:22,Withdrawal,$     2.50,$    40.00,Approved
1523,04/11/2019,17:21:22,Withdrawal,$     2.50,$   160.00,Approved
1524,04/11/2019,12:42:06,Withdrawal,$     2.50,$    20.00,Approved
1525,04/11/2019,19:12:49,Withdrawal,$     2.50,$    20.00,Approved
1526,04/11/2019,17:43:12,Withdrawal,$     2.50,$    40.00,Approved
1527,04/11/2019,17:19:02,Withdrawal,$     2.50,$    20.00,Approved
1530,04/12/2019,10:49:12,Withdrawal,$     2.50,$   100.00,Approved
1531,04/11/2019,21:33:07,Withdrawal,$     2.50,$   400.00,Approved
1532,04/12/2019,13:43:32,Withdrawal,$     2.50,$    80.00,Approved
1534,04/12/2019,19:03:18,Withdrawal,$     0.00,$   100.00,Insufficient Funds
1535,04/12/2019,19:56:52,Withdrawal,$     2.50,$    40.00,Approved
1536,04/12/2019,17:27:48,Withdrawal,$     2.50,$    40.00,Approved
1538,04/12/2019,19:09:05,Withdrawal,$     2.50,$    20.00,Approved
1539,04/12/2019,22:20:09,Withdrawal,$     2.50,$    60.00,Approved
1540,04/12/2019,21:38:51,Withdrawal,$     2.50,$    80.00,Approved
1541,04/13/2019,15:31:20,Withdrawal,$     2.50,$    40.00,Approved
1542,04/13/2019,14:53:51,Withdrawal,$     2.50,$    20.00,Approved
1543,04/13/2019,20:34:27,Withdrawal,$     2.50,$    80.00,Approved
1547,04/13/2019,20:33:36,Withdrawal,$     2.50,$    60.00,Approved
1548,04/14/2019,09:51:47,Withdrawal,$     2.50,$   220.00,Approved
1549,04/13/2019,22:37:50,Withdrawal,$     2.50,$   100.00,Approved
1550,04/14/2019,16:22:26,Withdrawal,$     2.50,$   400.00,Approved
1551,04/14/2019,17:04:45,Withdrawal,$     2.50,$   400.00,Approved
1552,04/14/2019,17:05:34,Withdrawal,$     0.00,$   120.00,Insufficient Funds
1553,04/14/2019,17:06:36,Withdrawal,$     2.50,$   120.00,Approved
1554,04/14/2019,17:07:46,Withdrawal,$     2.50,$    40.00,Approved
1556,04/15/2019,11:26:01,Withdrawal,$     2.50,$   160.00,Approved
1557,04/15/2019,11:24:57,Withdrawal,$     2.50,$   400.00,Approved
1558,04/15/2019,12:22:53,Withdrawal,$     2.50,$    20.00,Approved
1559,04/15/2019,12:46:38,Withdrawal,$     2.50,$    80.00,Approved
1560,04/15/2019,16:22:08,Withdrawal,$     2.50,$   100.00,Approved
1561,04/15/2019,20:47:39,Withdrawal,$     2.50,$    40.00,Approved
1564,04/16/2019,12:26:30,Withdrawal,$     2.50,$   100.00,Approved
1565,04/13/2019,22:36:56,Withdrawal,$     2.50,$    60.00,Approved
1566,04/16/2019,18:31:39,Withdrawal,$     2.50,$   400.00,Approved
1567,04/16/2019,18:32:30,Withdrawal,$     0.00,$   120.00,Insufficient Funds
1569,04/16/2019,18:34:42,Withdrawal,$     2.50,$   120.00,Approved
1571,04/17/2019,08:53:52,Withdrawal,$     2.50,$    60.00,Approved
1573,04/14/2019,10:01:44,Withdrawal,$     2.50,$    40.00,Approved
1574,04/17/2019,12:47:43,Withdrawal,$     2.50,$    40.00,Approved
1575,04/16/2019,16:16:39,Withdrawal,$     2.50,$    40.00,Approved
1577,04/18/2019,09:52:49,Withdrawal,$     2.50,$   400.00,Approved
1578,04/18/2019,09:53:58,Withdrawal,$     0.00,$   300.00,Insufficient Funds
1579,04/17/2019,11:33:55,Withdrawal,$     2.50,$    20.00,Approved
1580,04/18/2019,12:37:35,Withdrawal,$     2.50,$   300.00,Approved
1581,04/18/2019,13:22:24,Withdrawal,$     2.50,$    40.00,Approved
1582,04/18/2019,13:34:55,Withdrawal,$     2.50,$    60.00,Approved
1583,04/18/2019,13:41:41,Withdrawal,$     2.50,$    60.00,Approved
1584,04/18/2019,17:12:24,Withdrawal,$     2.50,$   120.00,Approved
1585,04/18/2019,10:52:32,Withdrawal,$     2.50,$   400.00,Approved
1586,04/18/2019,17:31:35,Withdrawal,$     2.50,$    40.00,Approved
1587,04/18/2019,17:32:33,Withdrawal,$     2.50,$    40.00,Approved
1589,04/18/2019,20:37:43,Withdrawal,$     2.50,$    80.00,Approved
1590,04/18/2019,19:56:53,Withdrawal,$     2.50,$    20.00,Approved
1592,04/18/2019,21:24:57,Withdrawal,$     2.50,$    20.00,Approved
1593,04/18/2019,18:11:19,Withdrawal,$     2.50,$   200.00,Approved
1594,04/19/2019,11:08:09,Withdrawal,$     2.50,$    60.00,Approved
1595,04/19/2019,11:07:27,Withdrawal,$     2.50,$    40.00,Approved
1596,04/19/2019,12:59:37,Withdrawal,$     2.50,$    20.00,Approved
1597,04/19/2019,11:06:38,Withdrawal,$     2.50,$    20.00,Approved
1598,04/19/2019,13:35:24,Withdrawal,$     0.00,$   200.00,Insufficient Funds
1599,04/19/2019,13:52:16,Withdrawal,$     2.50,$   120.00,Approved
1600,04/19/2019,13:51:06,Withdrawal,$     2.50,$    40.00,Approved
1602,04/20/2019,10:38:38,Withdrawal,$     2.50,$   140.00,Approved
1604,04/20/2019,11:39:40,Withdrawal,$     2.50,$   100.00,Approved
1605,04/20/2019,16:57:38,Withdrawal,$     2.50,$    40.00,Approved
1606,04/20/2019,13:46:00,Withdrawal,$     2.50,$    20.00,Approved
1607,04/20/2019,17:29:59,Withdrawal,$     2.50,$    20.00,Approved
1609,04/20/2019,19:35:56,Withdrawal,$     2.50,$   100.00,Approved
1610,04/21/2019,09:47:17,Withdrawal,$     0.00,$    40.00,Not Accepted
1612,04/20/2019,20:42:37,Withdrawal,$     2.50,$    80.00,Approved
1613,04/21/2019,11:38:48,Withdrawal,$     2.50,$   100.00,Approved
1615,04/21/2019,09:48:02,Withdrawal,$     2.50,$    40.00,Approved
1616,04/21/2019,16:03:53,Withdrawal,$     2.50,$   200.00,Approved
1617,04/21/2019,15:40:11,Withdrawal,$     2.50,$    40.00,Approved
1618,04/21/2019,20:15:48,Withdrawal,$     2.50,$   100.00,Approved
1620,04/21/2019,15:28:58,Withdrawal,$     2.50,$    80.00,Approved
1621,04/21/2019,18:20:55,Withdrawal,$     2.50,$    40.00,Approved
1623,04/22/2019,12:10:08,Withdrawal,$     2.50,$   400.00,Approved
1624,04/22/2019,12:11:04,Withdrawal,$     0.00,$   100.00,Insufficient Funds
1625,04/22/2019,13:56:01,Withdrawal,$     2.50,$    20.00,Approved
1626,04/22/2019,12:11:45,Withdrawal,$     0.00,$    80.00,Insufficient Funds
1627,04/22/2019,14:16:46,Withdrawal,$     2.50,$    80.00,Approved
1628,04/22/2019,14:47:06,Withdrawal,$     2.50,$    40.00,Approved
1629,04/22/2019,14:47:50,Withdrawal,$     2.50,$   100.00,Approved
1630,04/22/2019,15:47:33,Withdrawal,$     2.50,$    40.00,Approved
1631,04/22/2019,15:46:01,Withdrawal,$     2.50,$    20.00,Approved
1632,04/22/2019,16:05:28,Withdrawal,$     2.50,$    60.00,Approved
1633,04/22/2019,16:35:07,Withdrawal,$     2.50,$    20.00,Approved
1634,04/22/2019,18:09:20,Withdrawal,$     2.50,$   200.00,Approved
1635,04/22/2019,12:20:59,Withdrawal,$     2.50,$   100.00,Approved
1637,04/23/2019,12:22:27,Withdrawal,$     2.50,$    40.00,Approved
1638,04/22/2019,16:02:57,Withdrawal,$     2.50,$   200.00,Approved
1639,04/23/2019,12:23:15,Withdrawal,$     2.50,$    80.00,Approved
1640,04/23/2019,13:43:29,Withdrawal,$     2.50,$    40.00,Approved
1641,04/22/2019,16:00:10,Withdrawal,$     2.50,$    20.00,Approved
1643,04/23/2019,14:15:25,Withdrawal,$     2.50,$    60.00,Approved
1645,04/24/2019,11:37:18,Withdrawal,$     2.50,$   100.00,Approved
1646,04/24/2019,13:44:17,Withdrawal,$     2.50,$    80.00,Approved
1647,04/24/2019,11:35:56,Withdrawal,$     2.50,$   200.00,Approved
1648,04/24/2019,17:19:38,Withdrawal,$     2.50,$    20.00,Approved
1649,04/24/2019,19:29:34,Withdrawal,$     2.50,$    60.00,Approved
1652,04/23/2019,15:27:22,Withdrawal,$     2.50,$   260.00,Approved
1653,04/25/2019,12:32:15,Withdrawal,$     2.50,$    80.00,Approved
1654,04/25/2019,15:53:48,Withdrawal,$     2.50,$   100.00,Approved
1655,04/25/2019,14:55:05,Withdrawal,$     2.50,$    80.00,Approved
1656,04/25/2019,15:55:02,Withdrawal,$     2.50,$    40.00,Approved
1657,04/25/2019,18:19:28,Withdrawal,$     2.50,$   300.00,Approved
1658,04/25/2019,19:34:55,Withdrawal,$     2.50,$   300.00,Approved
1659,04/25/2019,14:06:35,Withdrawal,$     2.50,$    20.00,Approved
1661,04/25/2019,20:22:45,Withdrawal,$     2.50,$   120.00,Approved
1662,04/25/2019,21:20:22,Withdrawal,$     2.50,$    20.00,Approved
1663,04/25/2019,16:12:39,Withdrawal,$     2.50,$    60.00,Approved
1664,04/26/2019,13:23:16,Withdrawal,$     2.50,$   200.00,Approved
1665,04/26/2019,11:07:48,Withdrawal,$     2.50,$   100.00,Approved
1666,04/26/2019,13:24:18,Withdrawal,$     2.50,$    20.00,Approved
1668,04/26/2019,13:27:11,Withdrawal,$     2.50,$    20.00,Approved
1669,04/26/2019,18:43:46,Withdrawal,$     2.50,$    20.00,Approved
1670,04/26/2019,18:41:05,Withdrawal,$     0.00,$    60.00,Bad Transaction
1671,04/26/2019,16:37:54,Withdrawal,$     2.50,$    80.00,Approved
1672,04/26/2019,20:20:22,Withdrawal,$     2.50,$    60.00,Approved
1674,04/26/2019,20:31:34,Withdrawal,$     2.50,$    40.00,Approved
1675,04/26/2019,21:51:03,Withdrawal,$     2.50,$    60.00,Approved
1677,04/26/2019,21:52:05,Withdrawal,$     2.50,$    80.00,Approved
1678,04/27/2019,16:22:25,Withdrawal,$     0.00,$    20.00,Bad Transaction
1679,04/27/2019,15:16:41,Withdrawal,$     2.50,$   260.00,Approved
1680,04/27/2019,16:59:41,Withdrawal,$     2.50,$   100.00,Approved
1681,04/26/2019,21:49:51,Withdrawal,$     2.50,$    40.00,Approved
1683,04/27/2019,16:25:00,Withdrawal,$     2.50,$    20.00,Approved
1684,04/28/2019,16:15:41,Withdrawal,$     2.50,$   300.00,Approved
1686,04/29/2019,11:31:00,Withdrawal,$     2.50,$   400.00,Approved
1688,04/29/2019,14:04:02,Withdrawal,$     2.50,$    80.00,Approved
1690,04/30/2019,11:09:06,Withdrawal,$     0.00,$   100.00,Not Accepted
1691,04/30/2019,11:09:54,Withdrawal,$     2.50,$   200.00,Approved
1693,04/30/2019,18:57:53,Withdrawal,$     2.50,$    20.00,Approved
1694,04/30/2019,19:58:19,Withdrawal,$     2.50,$   300.00,Approved
1698,04/30/2019,19:45:03,Withdrawal,$     2.50,$   100.00,Approved
1699,05/01/2019,14:02:59,Withdrawal,$     2.50,$   100.00,Approved
1700,05/01/2019,09:46:16,Withdrawal,$     2.50,$   200.00,Approved
1701,05/01/2019,17:21:43,Withdrawal,$     2.50,$   260.00,Approved
1702,05/01/2019,16:24:05,Withdrawal,$     2.50,$    40.00,Approved
1704,05/01/2019,17:22:48,Withdrawal,$     2.50,$   300.00,Approved
1706,04/30/2019,20:57:29,Withdrawal,$     2.50,$    40.00,Approved
1707,05/02/2019,12:20:13,Withdrawal,$     2.50,$    20.00,Approved
1708,05/02/2019,18:36:46,Withdrawal,$     2.50,$   100.00,Approved
1710,05/02/2019,12:09:08,Withdrawal,$     2.50,$    60.00,Approved
1713,05/03/2019,13:08:28,Withdrawal,$     2.50,$    80.00,Approved
1714,05/03/2019,19:26:18,Withdrawal,$     2.50,$    60.00,Approved
1716,05/03/2019,15:58:12,Withdrawal,$     2.50,$   100.00,Approved
1718,05/03/2019,09:46:40,Withdrawal,$     2.50,$    20.00,Approved
1719,05/04/2019,14:06:44,Withdrawal,$     2.50,$   100.00,Approved
1720,05/03/2019,22:10:56,Withdrawal,$     2.50,$    40.00,Approved
1721,05/04/2019,14:15:50,Withdrawal,$     2.50,$    40.00,Approved
1722,05/04/2019,17:41:36,Withdrawal,$     2.50,$    60.00,Approved
1723,05/04/2019,14:16:50,Withdrawal,$     2.50,$    40.00,Approved
1724,05/03/2019,21:24:56,Withdrawal,$     2.50,$    40.00,Approved
1727,05/04/2019,21:05:17,Withdrawal,$     2.50,$    20.00,Approved
1728,05/05/2019,15:55:21,Withdrawal,$     2.50,$    80.00,Approved
1729,05/05/2019,17:07:51,Withdrawal,$     2.50,$   100.00,Approved
1730,05/05/2019,10:49:40,Withdrawal,$     2.50,$   120.00,Approved
1731,05/05/2019,17:15:18,Withdrawal,$     2.50,$   200.00,Approved
1732,05/05/2019,11:42:13,Withdrawal,$     2.50,$    40.00,Approved
1733,05/05/2019,20:16:47,Withdrawal,$     2.50,$    40.00,Approved
1736,05/07/2019,09:30:02,Withdrawal,$     2.50,$    20.00,Approved
1737,05/07/2019,12:07:53,Withdrawal,$     2.50,$    20.00,Approved
1738,05/07/2019,12:37:31,Withdrawal,$     2.50,$   200.00,Approved
1739,05/07/2019,15:16:34,Withdrawal,$     2.50,$   100.00,Approved
1740,05/07/2019,16:01:11,Withdrawal,$     2.50,$    60.00,Approved
1741,05/07/2019,18:16:48,Withdrawal,$     2.50,$   100.00,Approved
1742,05/05/2019,18:39:52,Withdrawal,$     2.50,$   100.00,Approved
1743,05/07/2019,19:23:06,Withdrawal,$     2.50,$    60.00,Approved
1745,05/07/2019,18:19:22,Withdrawal,$     2.50,$   120.00,Approved
1747,05/08/2019,16:12:44,Withdrawal,$     2.50,$    60.00,Approved
1749,05/08/2019,15:36:15,Withdrawal,$     2.50,$   240.00,Approved
1750,05/08/2019,20:55:57,Withdrawal,$     2.50,$    80.00,Approved
1752,05/08/2019,20:43:11,Withdrawal,$     2.50,$    20.00,Approved
1753,05/09/2019,11:41:25,Withdrawal,$     2.50,$    60.00,Approved
1754,05/08/2019,20:57:30,Withdrawal,$     2.50,$    60.00,Approved
1755,05/09/2019,11:30:37,Withdrawal,$     2.50,$    20.00,Approved
1756,05/09/2019,19:41:21,Withdrawal,$     0.00,$    20.00,Insufficient Funds
1758,05/09/2019,19:42:02,Withdrawal,$     0.00,$    20.00,Insufficient Funds
1760,05/09/2019,14:49:36,Withdrawal,$     2.50,$    40.00,Approved
1761,05/10/2019,14:11:28,Withdrawal,$     2.50,$   220.00,Approved
1762,05/10/2019,12:14:55,Withdrawal,$     2.50,$   200.00,Approved
1763,05/10/2019,19:30:01,Withdrawal,$     0.00,$    60.00,Not Accepted
1765,05/10/2019,13:42:56,Withdrawal,$     2.50,$    60.00,Approved
1766,05/11/2019,08:19:42,Withdrawal,$     2.50,$    20.00,Approved
1768,05/10/2019,21:38:10,Withdrawal,$     2.50,$    60.00,Approved
1769,05/11/2019,10:32:13,Withdrawal,$     2.50,$   100.00,Approved
1772,05/11/2019,10:39:37,Withdrawal,$     2.50,$    60.00,Approved
1775,05/12/2019,18:42:20,Withdrawal,$     2.50,$    20.00,Approved
1776,05/13/2019,15:46:14,Withdrawal,$     2.50,$   100.00,Approved
1777,05/13/2019,14:46:55,Withdrawal,$     2.50,$    20.00,Approved
1778,05/13/2019,17:48:02,Withdrawal,$     2.50,$   140.00,Approved
1779,05/13/2019,17:55:38,Withdrawal,$     2.50,$    40.00,Approved
1781,05/13/2019,19:16:08,Withdrawal,$     2.50,$   260.00,Approved
1783,05/13/2019,21:34:18,Withdrawal,$     2.50,$    60.00,Approved
1784,05/14/2019,17:18:12,Withdrawal,$     2.50,$    60.00,Approved
1787,05/14/2019,21:08:51,Withdrawal,$     2.50,$   100.00,Approved
1788,05/13/2019,17:47:03,Withdrawal,$     2.50,$   400.00,Approved
1789,05/15/2019,17:29:46,Withdrawal,$     2.50,$   160.00,Approved
1790,05/15/2019,20:02:28,Withdrawal,$     2.50,$    20.00,Approved
1791,05/15/2019,11:27:45,Withdrawal,$     2.50,$   100.00,Approved
1794,05/16/2019,16:23:01,Withdrawal,$     2.50,$    60.00,Approved
1795,05/16/2019,19:52:50,Withdrawal,$     2.50,$    20.00,Approved
1796,05/16/2019,18:03:36,Withdrawal,$     2.50,$   100.00,Approved
1800,05/17/2019,14:40:56,Withdrawal,$     2.50,$   160.00,Approved
1801,05/17/2019,11:46:25,Withdrawal,$     2.50,$    60.00,Approved
1802,05/16/2019,21:49:33,Withdrawal,$     2.50,$   100.00,Approved
1803,05/17/2019,17:28:13,Withdrawal,$     2.50,$   100.00,Approved
1804,05/17/2019,18:40:52,Withdrawal,$     2.50,$    40.00,Approved
1805,05/17/2019,18:40:02,Withdrawal,$     2.50,$   100.00,Approved
1806,05/17/2019,18:50:35,Withdrawal,$     2.50,$    40.00,Approved
1808,05/17/2019,16:22:05,Withdrawal,$     2.50,$   100.00,Approved
1809,05/17/2019,20:49:49,Withdrawal,$     2.50,$    20.00,Approved
1810,05/17/2019,22:17:22,Withdrawal,$     2.50,$    80.00,Approved
1811,05/18/2019,10:24:20,Withdrawal,$     2.50,$   100.00,Approved
1813,05/18/2019,13:48:11,Withdrawal,$     2.50,$   100.00,Approved
1814,05/18/2019,21:45:22,Withdrawal,$     2.50,$    20.00,Approved
1816,05/19/2019,14:55:39,Withdrawal,$     2.50,$   100.00,Approved
1817,05/19/2019,17:17:36,Withdrawal,$     2.50,$    20.00,Approved
1819,05/19/2019,14:46:43,Withdrawal,$     2.50,$    20.00,Approved
1821,05/20/2019,11:45:11,Withdrawal,$     2.50,$    60.00,Approved
1822,05/20/2019,15:15:12,Withdrawal,$     0.00,$    60.00,Insufficient Funds
1824,05/20/2019,15:15:53,Withdrawal,$     2.50,$    40.00,Approved
1826,05/21/2019,08:35:16,Withdrawal,$     0.00,$   260.00,Insufficient Funds
1827,05/21/2019,14:21:09,Withdrawal,$     2.50,$   400.00,Approved
1828,05/21/2019,08:36:49,Withdrawal,$     2.50,$   240.00,Approved
1829,05/21/2019,16:35:49,Withdrawal,$     2.50,$   120.00,Approved
1830,05/21/2019,14:22:22,Withdrawal,$     2.50,$    80.00,Approved
1831,05/21/2019,16:36:59,Withdrawal,$     0.00,$   120.00,Insufficient Funds
1832,05/21/2019,16:38:32,Withdrawal,$     2.50,$   100.00,Approved
1833,05/21/2019,17:27:44,Withdrawal,$     2.50,$    60.00,Approved
1835,05/21/2019,16:39:21,Withdrawal,$     2.50,$    20.00,Approved
1837,05/21/2019,17:38:58,Withdrawal,$     2.50,$   220.00,Approved
1838,05/22/2019,17:47:49,Withdrawal,$     2.50,$    80.00,Approved
1840,05/22/2019,18:13:23,Withdrawal,$     2.50,$   260.00,Approved
1841,05/22/2019,20:57:00,Withdrawal,$     2.50,$   100.00,Approved
1842,05/22/2019,16:26:37,Withdrawal,$     2.50,$    60.00,Approved
1843,05/23/2019,09:53:05,Withdrawal,$     2.50,$    80.00,Approved
1845,05/22/2019,21:16:06,Withdrawal,$     2.50,$    80.00,Approved
1846,05/23/2019,17:33:48,Withdrawal,$     2.50,$    60.00,Approved
1847,05/23/2019,13:02:12,Withdrawal,$     2.50,$    40.00,Approved
1848,05/23/2019,19:52:14,Withdrawal,$     2.50,$    80.00,Approved
1851,05/24/2019,10:40:24,Withdrawal,$     2.50,$   100.00,Approved
1852,05/24/2019,18:39:37,Withdrawal,$     2.50,$    80.00,Approved
1855,05/24/2019,21:33:59,Withdrawal,$     2.50,$    40.00,Approved
1856,05/23/2019,16:29:29,Withdrawal,$     2.50,$    20.00,Approved
1857,05/25/2019,13:52:52,Withdrawal,$     2.50,$    80.00,Approved
1858,05/25/2019,16:19:01,Withdrawal,$     2.50,$   100.00,Approved
1859,05/23/2019,19:02:54,Withdrawal,$     2.50,$   200.00,Approved
1861,05/25/2019,14:20:45,Withdrawal,$     2.50,$    80.00,Approved
1862,05/25/2019,21:15:20,Withdrawal,$     2.50,$    20.00,Approved
1864,05/25/2019,21:14:37,Withdrawal,$     2.50,$    20.00,Approved
1865,05/26/2019,17:47:57,Withdrawal,$     2.50,$    20.00,Approved
1866,05/26/2019,12:14:43,Withdrawal,$     2.50,$    40.00,Approved
1867,05/26/2019,18:16:55,Withdrawal,$     2.50,$    20.00,Approved
1868,05/26/2019,18:09:29,Withdrawal,$     2.50,$   100.00,Approved
1870,05/26/2019,14:29:19,Withdrawal,$     2.50,$    80.00,Approved
1871,05/27/2019,09:56:14,Withdrawal,$     2.50,$   100.00,Approved
1872,05/27/2019,16:49:11,Withdrawal,$     0.00,$   100.00,Bad Card
1875,05/27/2019,19:32:02,Withdrawal,$     2.50,$    40.00,Approved
1876,05/28/2019,09:28:15,Withdrawal,$     2.50,$   100.00,Approved
1877,05/28/2019,09:25:35,Withdrawal,$     2.50,$   100.00,Approved
1878,05/28/2019,12:36:14,Withdrawal,$     2.50,$   200.00,Approved
1879,05/28/2019,10:54:54,Withdrawal,$     2.50,$   100.00,Approved
1882,05/28/2019,19:12:39,Withdrawal,$     2.50,$   200.00,Approved
1884,05/29/2019,16:35:11,Withdrawal,$     2.50,$    40.00,Approved
1885,05/30/2019,11:58:54,Withdrawal,$     2.50,$    40.00,Approved
1887,05/30/2019,15:05:05,Withdrawal,$     0.00,$    40.00,Insufficient Funds
1890,05/30/2019,16:51:42,Withdrawal,$     2.50,$   200.00,Approved
1892,05/30/2019,20:35:21,Withdrawal,$     2.50,$    20.00,Approved
1893,05/31/2019,08:54:17,Withdrawal,$     2.50,$   100.00,Approved
1895,05/31/2019,08:27:01,Withdrawal,$     2.50,$    80.00,Approved
1896,05/31/2019,12:24:20,Withdrawal,$     2.50,$   200.00,Approved
1897,05/31/2019,11:16:29,Withdrawal,$     2.50,$   100.00,Approved
1898,05/31/2019,12:35:26,Withdrawal,$     2.50,$    40.00,Approved
1899,05/31/2019,12:42:27,Withdrawal,$     2.50,$    20.00,Approved
1900,05/31/2019,12:43:32,Withdrawal,$     2.50,$    20.00,Approved
1901,05/31/2019,10:34:40,Withdrawal,$     2.50,$    20.00,Approved
1902,05/31/2019,13:19:12,Withdrawal,$     2.50,$    20.00,Approved
1903,05/31/2019,12:45:40,Withdrawal,$     2.50,$    40.00,Approved
1904,05/31/2019,13:20:38,Withdrawal,$     2.50,$    20.00,Approved
1905,05/31/2019,12:49:48,Withdrawal,$     2.50,$    20.00,Approved
1906,05/31/2019,20:31:52,Withdrawal,$     2.50,$    80.00,Approved
1907,05/31/2019,16:27:39,Withdrawal,$     2.50,$   100.00,Approved
1908,05/31/2019,22:52:51,Withdrawal,$     2.50,$    40.00,Approved
1910,06/01/2019,13:49:08,Withdrawal,$     2.50,$    40.00,Approved
1911,06/01/2019,15:36:25,Withdrawal,$     2.50,$    20.00,Approved
1912,06/01/2019,20:50:45,Withdrawal,$     2.50,$    60.00,Approved
1913,06/01/2019,20:27:49,Withdrawal,$     2.50,$   100.00,Approved
1917,06/02/2019,18:18:30,Withdrawal,$     0.00,$    20.00,Reversal
1919,06/02/2019,18:20:08,Withdrawal,$     0.00,$    40.00,Limit Exceeded
1920,06/03/2019,13:19:30,Withdrawal,$     2.50,$   400.00,Approved
1921,06/03/2019,13:20:48,Withdrawal,$     2.50,$   100.00,Approved
1923,06/03/2019,09:41:14,Withdrawal,$     2.50,$   400.00,Approved
1925,06/03/2019,15:29:21,Withdrawal,$     2.50,$   400.00,Approved
1926,06/03/2019,18:46:18,Withdrawal,$     2.50,$   360.00,Approved
1927,06/04/2019,09:25:10,Withdrawal,$     2.50,$   160.00,Approved
1928,06/04/2019,12:35:51,Withdrawal,$     2.50,$    20.00,Approved
1929,06/04/2019,11:07:10,Withdrawal,$     2.50,$    20.00,Approved
1930,06/04/2019,16:16:37,Withdrawal,$     2.50,$   100.00,Approved
1931,06/04/2019,17:28:22,Withdrawal,$     2.50,$   100.00,Approved
1932,06/04/2019,18:54:09,Withdrawal,$     2.50,$    40.00,Approved
1933,06/04/2019,17:36:02,Withdrawal,$     2.50,$   120.00,Approved
1934,06/04/2019,16:15:36,Withdrawal,$     2.50,$   400.00,Approved
1936,06/04/2019,20:09:39,Withdrawal,$     2.50,$    40.00,Approved
1937,06/05/2019,12:02:07,Withdrawal,$     2.50,$   140.00,Approved
1939,06/05/2019,19:40:32,Withdrawal,$     2.50,$   400.00,Approved
1940,06/06/2019,11:02:27,Withdrawal,$     2.50,$   120.00,Approved
1942,06/06/2019,16:54:38,Withdrawal,$     2.50,$   100.00,Approved
1944,06/07/2019,15:06:01,Withdrawal,$     2.50,$   180.00,Approved
1946,06/07/2019,15:07:24,Withdrawal,$     2.50,$   400.00,Approved
1947,06/07/2019,16:09:19,Withdrawal,$     2.50,$    20.00,Approved
1948,06/07/2019,17:15:29,Withdrawal,$     2.50,$   200.00,Approved
1949,06/07/2019,17:44:56,Withdrawal,$     2.50,$    60.00,Approved
1950,06/07/2019,17:56:48,Withdrawal,$     2.50,$    20.00,Approved
1951,06/07/2019,20:04:49,Withdrawal,$     2.50,$   100.00,Approved
1952,06/05/2019,20:11:14,Withdrawal,$     2.50,$    20.00,Approved
1953,06/06/2019,19:46:55,Withdrawal,$     2.50,$    20.00,Approved
1954,06/07/2019,21:36:25,Withdrawal,$     2.50,$    80.00,Approved
1956,06/07/2019,22:18:13,Withdrawal,$     2.50,$    40.00,Approved
1957,06/08/2019,16:16:33,Withdrawal,$     2.50,$    20.00,Approved
1959,06/08/2019,19:57:51,Withdrawal,$     2.50,$    60.00,Approved
1962,06/08/2019,20:01:38,Withdrawal,$     2.50,$   300.00,Approved
1963,06/08/2019,22:21:35,Withdrawal,$     2.50,$    40.00,Approved
1964,06/08/2019,21:50:34,Withdrawal,$     2.50,$   400.00,Approved
1965,06/09/2019,19:00:44,Withdrawal,$     2.50,$    20.00,Approved
1966,06/09/2019,13:00:58,Withdrawal,$     2.50,$    20.00,Approved
1967,06/09/2019,19:09:13,Withdrawal,$     2.50,$   120.00,Approved
1969,06/10/2019,10:50:34,Withdrawal,$     2.50,$   240.00,Approved
