,Date,Time,Type,Fee,Amount,Status
2967,10/31/2019,20:33:29,Withdrawal,$     2.50,$    40.00,Approved
2968,10/31/2019,19:13:30,Withdrawal,$     2.50,$    40.00,Approved
2970,10/31/2019,20:51:19,Withdrawal,$     2.50,$    60.00,Approved
2971,11/01/2019,10:49:43,Withdrawal,$     2.50,$   100.00,Approved
2972,11/01/2019,19:03:49,Withdrawal,$     2.50,$    60.00,Approved
2973,11/01/2019,19:54:40,Withdrawal,$     2.50,$    20.00,Approved
2974,11/01/2019,19:07:25,Withdrawal,$     2.50,$    60.00,Approved
2975,11/01/2019,19:55:36,Withdrawal,$     0.00,$    20.00,Not Accepted
2976,11/01/2019,19:57:52,Withdrawal,$     2.50,$    20.00,Approved
2977,11/01/2019,19:56:24,Withdrawal,$     0.00,$    20.00,Reversal
2980,11/02/2019,13:57:44,Withdrawal,$     2.50,$   100.00,Approved
2981,11/01/2019,21:27:24,Withdrawal,$     2.50,$    20.00,Approved
2982,11/02/2019,14:45:22,Withdrawal,$     2.50,$   140.00,Approved
2983,11/02/2019,14:47:52,Withdrawal,$     2.50,$   200.00,Approved
2984,11/02/2019,14:09:31,Withdrawal,$     2.50,$    40.00,Approved
2985,11/02/2019,15:49:38,Withdrawal,$     2.50,$    80.00,Approved
2986,11/01/2019,08:47:01,Withdrawal,$     2.50,$    60.00,Approved
2987,11/02/2019,19:50:57,Withdrawal,$     2.50,$    40.00,Approved
2988,11/02/2019,15:03:43,Withdrawal,$     2.50,$    60.00,Approved
2991,11/02/2019,16:13:31,Withdrawal,$     2.50,$    40.00,Approved
2992,11/03/2019,18:48:45,Withdrawal,$     2.50,$    20.00,Approved
2993,11/03/2019,12:29:17,Withdrawal,$     2.50,$    60.00,Approved
2995,11/03/2019,18:50:07,Withdrawal,$     2.50,$    60.00,Approved
2996,11/04/2019,11:30:56,Withdrawal,$     2.50,$    80.00,Approved
2998,11/03/2019,12:28:41,Withdrawal,$     0.00,$    60.00,Bad Card
2999,11/04/2019,14:16:21,Withdrawal,$     2.50,$    40.00,Approved
3000,11/04/2019,13:46:37,Withdrawal,$     2.50,$    40.00,Approved
3001,11/04/2019,15:53:40,Withdrawal,$     2.50,$   100.00,Approved
3002,11/04/2019,15:54:50,Withdrawal,$     2.50,$    40.00,Approved
3004,11/04/2019,20:21:23,Withdrawal,$     2.50,$   100.00,Approved
3005,11/05/2019,12:24:43,Withdrawal,$     2.50,$   300.00,Approved
3007,11/04/2019,17:30:31,Withdrawal,$     2.50,$    60.00,Approved
3008,11/05/2019,16:13:47,Withdrawal,$     2.50,$    20.00,Approved
3011,11/06/2019,08:34:15,Withdrawal,$     2.50,$    20.00,Approved
3012,11/06/2019,18:39:40,Withdrawal,$     2.50,$    60.00,Approved
3013,11/06/2019,17:06:59,Withdrawal,$     2.50,$    60.00,Approved
3015,11/05/2019,21:46:18,Withdrawal,$     2.50,$    40.00,Approved
3017,11/07/2019,17:48:26,Withdrawal,$     2.50,$    80.00,Approved
3020,11/07/2019,10:45:08,Withdrawal,$     2.50,$   220.00,Approved
3021,11/08/2019,17:39:45,Withdrawal,$     2.50,$    60.00,Approved
3022,11/08/2019,16:16:24,Withdrawal,$     2.50,$    80.00,Approved
3023,11/08/2019,19:10:42,Withdrawal,$     2.50,$    20.00,Approved
3024,11/08/2019,17:26:16,Withdrawal,$     2.50,$   120.00,Approved
3025,11/08/2019,20:27:12,Withdrawal,$     2.50,$    60.00,Approved
3026,11/08/2019,20:28:45,Withdrawal,$     2.50,$    40.00,Approved
3028,11/08/2019,20:29:27,Withdrawal,$     2.50,$    40.00,Approved
3029,11/08/2019,18:24:38,Withdrawal,$     2.50,$    60.00,Approved
3030,11/08/2019,21:00:13,Withdrawal,$     2.50,$    80.00,Approved
3032,11/08/2019,22:55:28,Withdrawal,$     2.50,$    80.00,Approved
3033,11/09/2019,11:55:36,Withdrawal,$     2.50,$   160.00,Approved
3034,11/08/2019,22:37:06,Withdrawal,$     2.50,$    40.00,Approved
3035,11/09/2019,12:16:55,Withdrawal,$     2.50,$   100.00,Approved
3036,11/09/2019,12:15:53,Withdrawal,$     0.00,$   100.00,Bad Pin
3037,11/09/2019,20:48:12,Withdrawal,$     2.50,$    40.00,Approved
3038,11/09/2019,13:30:58,Withdrawal,$     2.50,$    60.00,Approved
3039,11/09/2019,10:32:59,Withdrawal,$     2.50,$   100.00,Approved
3041,11/09/2019,21:11:55,Withdrawal,$     2.50,$    80.00,Approved
3042,11/09/2019,22:25:17,Withdrawal,$     2.50,$    20.00,Approved
3043,11/10/2019,12:48:24,Withdrawal,$     2.50,$   200.00,Approved
3044,11/10/2019,13:47:01,Withdrawal,$     2.50,$    40.00,Approved
3045,11/10/2019,17:02:45,Withdrawal,$     2.50,$    20.00,Approved
3046,11/10/2019,17:14:50,Withdrawal,$     2.50,$    20.00,Approved
3047,11/10/2019,17:25:08,Withdrawal,$     2.50,$   100.00,Approved
3048,11/09/2019,22:25:58,Withdrawal,$     2.50,$    20.00,Approved
3049,11/10/2019,19:32:10,Withdrawal,$     2.50,$    60.00,Approved
3051,11/10/2019,19:24:47,Withdrawal,$     2.50,$   120.00,Approved
3053,11/10/2019,20:12:43,Withdrawal,$     2.50,$   300.00,Approved
3054,11/10/2019,20:32:40,Withdrawal,$     2.50,$    40.00,Approved
3055,11/11/2019,15:49:22,Withdrawal,$     2.50,$    20.00,Approved
3057,11/11/2019,19:23:19,Withdrawal,$     2.50,$    60.00,Approved
3059,11/11/2019,15:41:35,Withdrawal,$     2.50,$    40.00,Approved
3060,11/12/2019,10:27:15,Withdrawal,$     0.00,$   140.00,Insufficient Funds
3061,11/12/2019,10:35:13,Withdrawal,$     2.50,$   140.00,Approved
3062,11/12/2019,10:26:10,Withdrawal,$     2.50,$   400.00,Approved
3063,11/12/2019,11:39:32,Withdrawal,$     2.50,$   100.00,Approved
3064,11/12/2019,11:37:38,Withdrawal,$     0.00,$   100.00,Not Accepted
3065,11/12/2019,20:11:22,Withdrawal,$     2.50,$   260.00,Approved
3066,11/11/2019,21:43:32,Withdrawal,$     2.50,$    20.00,Approved
3067,11/12/2019,12:07:21,Withdrawal,$     2.50,$   100.00,Approved
3069,11/12/2019,21:42:09,Withdrawal,$     2.50,$    20.00,Approved
3070,11/13/2019,17:43:17,Withdrawal,$     0.00,$    40.00,Insufficient Funds
3071,11/13/2019,17:11:24,Withdrawal,$     2.50,$    60.00,Approved
3073,11/13/2019,17:43:59,Withdrawal,$     2.50,$    40.00,Approved
3074,11/12/2019,22:00:39,Withdrawal,$     2.50,$    20.00,Approved
3076,11/14/2019,14:21:11,Withdrawal,$     2.50,$   200.00,Approved
3077,11/14/2019,14:50:59,Withdrawal,$     2.50,$   400.00,Approved
3078,11/14/2019,15:51:10,Withdrawal,$     2.50,$   140.00,Approved
3080,11/14/2019,16:38:31,Withdrawal,$     2.50,$    80.00,Approved
3082,11/14/2019,20:42:12,Withdrawal,$     2.50,$   120.00,Approved
3083,11/15/2019,09:55:22,Withdrawal,$     2.50,$   100.00,Approved
3084,11/14/2019,15:52:02,Withdrawal,$     2.50,$   160.00,Approved
3085,11/15/2019,13:37:24,Withdrawal,$     0.00,$    80.00,Insufficient Funds
3086,11/15/2019,12:18:44,Withdrawal,$     2.50,$    80.00,Approved
3087,11/15/2019,13:38:04,Withdrawal,$     0.00,$    60.00,Insufficient Funds
3088,11/15/2019,13:39:34,Withdrawal,$     2.50,$    60.00,Approved
3090,11/15/2019,21:42:16,Withdrawal,$     2.50,$    60.00,Approved
3091,11/15/2019,22:14:09,Withdrawal,$     0.00,$    40.00,Bad Transaction
3092,11/15/2019,22:13:13,Withdrawal,$     2.50,$    40.00,Approved
3093,11/15/2019,22:52:02,Withdrawal,$     2.50,$    40.00,Approved
3095,11/16/2019,10:30:37,Withdrawal,$     2.50,$   100.00,Approved
3096,11/16/2019,18:17:14,Withdrawal,$     2.50,$    60.00,Approved
3097,11/16/2019,17:05:21,Withdrawal,$     2.50,$    40.00,Approved
3098,11/16/2019,19:45:11,Withdrawal,$     2.50,$    60.00,Approved
3099,11/16/2019,18:25:12,Withdrawal,$     2.50,$   100.00,Approved
3102,11/17/2019,13:46:25,Withdrawal,$     2.50,$   200.00,Approved
3103,11/16/2019,20:05:42,Withdrawal,$     2.50,$   400.00,Approved
3105,11/17/2019,17:39:53,Withdrawal,$     2.50,$   200.00,Approved
3106,11/18/2019,16:24:14,Withdrawal,$     2.50,$   120.00,Approved
3107,11/16/2019,22:16:45,Withdrawal,$     2.50,$    40.00,Approved
3108,11/18/2019,18:09:42,Withdrawal,$     2.50,$    40.00,Approved
3109,11/18/2019,20:11:52,Withdrawal,$     2.50,$    20.00,Approved
3112,11/18/2019,18:16:32,Withdrawal,$     2.50,$    40.00,Approved
3113,11/19/2019,11:37:44,Withdrawal,$     2.50,$    40.00,Approved
3114,11/19/2019,09:43:25,Withdrawal,$     2.50,$    40.00,Approved
3116,11/19/2019,16:19:36,Withdrawal,$     2.50,$    40.00,Approved
3117,11/19/2019,20:43:43,Withdrawal,$     2.50,$    20.00,Approved
3118,11/19/2019,17:31:43,Withdrawal,$     2.50,$    80.00,Approved
3119,11/19/2019,15:34:48,Withdrawal,$     2.50,$   100.00,Approved
3121,11/20/2019,15:03:08,Withdrawal,$     2.50,$    20.00,Approved
3123,11/20/2019,15:17:26,Withdrawal,$     2.50,$    60.00,Approved
3126,11/20/2019,16:12:42,Withdrawal,$     2.50,$    20.00,Approved
3127,11/21/2019,13:55:25,Withdrawal,$     2.50,$    20.00,Approved
3128,11/21/2019,11:31:19,Withdrawal,$     2.50,$    80.00,Approved
3130,11/21/2019,17:34:18,Withdrawal,$     2.50,$   400.00,Approved
3132,11/21/2019,17:33:11,Withdrawal,$     2.50,$   400.00,Approved
3133,11/21/2019,21:27:11,Withdrawal,$     2.50,$    60.00,Approved
3135,11/21/2019,15:00:07,Withdrawal,$     2.50,$    20.00,Approved
3136,11/22/2019,17:31:01,Withdrawal,$     2.50,$    80.00,Approved
3137,11/22/2019,13:41:50,Withdrawal,$     2.50,$   100.00,Approved
3138,11/22/2019,22:24:08,Withdrawal,$     2.50,$    40.00,Approved
3140,11/22/2019,11:18:48,Withdrawal,$     2.50,$   100.00,Approved
3142,11/22/2019,22:48:56,Withdrawal,$     0.00,$    20.00,Bad Pin
3143,11/23/2019,11:17:05,Withdrawal,$     2.50,$   200.00,Approved
3144,11/23/2019,12:22:30,Withdrawal,$     2.50,$    80.00,Approved
3145,11/23/2019,16:31:09,Withdrawal,$     2.50,$   100.00,Approved
3146,11/23/2019,15:01:10,Withdrawal,$     2.50,$   160.00,Approved
3147,11/23/2019,18:08:39,Withdrawal,$     2.50,$    40.00,Approved
3148,11/23/2019,17:52:27,Withdrawal,$     2.50,$    80.00,Approved
3149,11/23/2019,13:35:13,Withdrawal,$     2.50,$    40.00,Approved
3150,11/23/2019,18:23:50,Withdrawal,$     2.50,$    80.00,Approved
3153,11/24/2019,13:04:32,Withdrawal,$     2.50,$    20.00,Approved
3154,11/24/2019,17:13:04,Withdrawal,$     2.50,$    80.00,Approved
3155,11/24/2019,16:19:48,Withdrawal,$     2.50,$    40.00,Approved
3156,11/24/2019,18:29:25,Withdrawal,$     2.50,$    20.00,Approved
3157,11/24/2019,17:35:57,Withdrawal,$     2.50,$   120.00,Approved
3160,11/24/2019,20:43:03,Withdrawal,$     2.50,$    20.00,Approved
3161,11/25/2019,16:23:13,Withdrawal,$     0.00,$    20.00,Insufficient Funds
3162,11/25/2019,20:34:43,Withdrawal,$     2.50,$    40.00,Approved
3164,11/24/2019,16:37:06,Withdrawal,$     2.50,$    40.00,Approved
3165,11/26/2019,11:15:49,Withdrawal,$     2.50,$    60.00,Approved
3167,11/26/2019,11:33:02,Withdrawal,$     2.50,$    40.00,Approved
3168,11/26/2019,08:21:28,Withdrawal,$     2.50,$   100.00,Approved
3169,11/27/2019,08:39:36,Withdrawal,$     2.50,$    40.00,Approved
3171,11/27/2019,12:42:18,Withdrawal,$     2.50,$    60.00,Approved
3173,11/27/2019,19:32:46,Withdrawal,$     2.50,$    40.00,Approved
3174,11/28/2019,08:39:38,Withdrawal,$     2.50,$    40.00,Approved
3178,11/28/2019,13:20:37,Withdrawal,$     2.50,$    80.00,Approved
3179,11/28/2019,15:56:02,Withdrawal,$     2.50,$    40.00,Approved
3180,11/28/2019,15:10:58,Withdrawal,$     2.50,$    40.00,Approved
3181,11/28/2019,11:40:14,Withdrawal,$     2.50,$   100.00,Approved
3182,11/28/2019,17:23:07,Withdrawal,$     2.50,$   100.00,Approved
3184,11/28/2019,21:43:35,Withdrawal,$     2.50,$    60.00,Approved
3185,11/29/2019,16:21:30,Withdrawal,$     2.50,$    40.00,Approved
3187,11/28/2019,16:10:41,Withdrawal,$     2.50,$   400.00,Approved
3188,11/29/2019,22:20:55,Withdrawal,$     2.50,$    40.00,Approved
3190,11/30/2019,12:52:27,Withdrawal,$     2.50,$   200.00,Approved
3192,11/30/2019,16:46:02,Withdrawal,$     2.50,$   400.00,Approved
3193,11/30/2019,18:33:07,Withdrawal,$     2.50,$    80.00,Approved
3194,11/30/2019,15:14:05,Withdrawal,$     2.50,$    20.00,Approved
3195,11/30/2019,16:47:01,Withdrawal,$     2.50,$   200.00,Approved
3197,11/30/2019,20:33:22,Withdrawal,$     2.50,$    60.00,Approved
3198,12/01/2019,12:50:00,Withdrawal,$     2.50,$    20.00,Approved
3199,12/01/2019,13:34:36,Withdrawal,$     2.50,$    60.00,Approved
3200,12/01/2019,15:02:15,Withdrawal,$     2.50,$    40.00,Approved
3201,12/01/2019,13:44:33,Withdrawal,$     2.50,$    20.00,Approved
3202,12/01/2019,09:54:02,Withdrawal,$     2.50,$   220.00,Approved
3203,12/02/2019,11:04:06,Withdrawal,$     2.50,$   400.00,Approved
3204,12/01/2019,14:19:14,Withdrawal,$     2.50,$    60.00,Approved
3205,12/02/2019,11:05:08,Withdrawal,$     2.50,$   400.00,Approved
3207,12/02/2019,12:43:45,Withdrawal,$     2.50,$   400.00,Approved
3209,12/02/2019,19:12:18,Withdrawal,$     2.50,$   400.00,Approved
3210,12/03/2019,10:26:10,Withdrawal,$     2.50,$    80.00,Approved
3211,12/03/2019,18:57:52,Withdrawal,$     2.50,$    20.00,Approved
3212,12/03/2019,17:53:35,Withdrawal,$     2.50,$    60.00,Approved
3213,12/03/2019,19:58:11,Withdrawal,$     2.50,$    20.00,Approved
3215,12/03/2019,21:52:50,Withdrawal,$     2.50,$    60.00,Approved
3217,12/04/2019,14:11:34,Withdrawal,$     2.50,$    60.00,Approved
3218,12/04/2019,20:41:32,Withdrawal,$     2.50,$   100.00,Approved
3219,12/04/2019,15:53:27,Withdrawal,$     2.50,$    40.00,Approved
3220,12/04/2019,20:47:10,Withdrawal,$     2.50,$    40.00,Approved
3223,12/04/2019,21:40:12,Withdrawal,$     2.50,$   120.00,Approved
3224,12/05/2019,17:20:59,Withdrawal,$     2.50,$    60.00,Approved
3225,12/05/2019,16:50:28,Withdrawal,$     2.50,$    40.00,Approved
3226,12/05/2019,17:21:56,Withdrawal,$     2.50,$    20.00,Approved
3227,12/05/2019,18:45:13,Withdrawal,$     0.00,$    60.00,Bad Card
3228,12/05/2019,18:45:58,Withdrawal,$     0.00,$    60.00,Insufficient Funds
3232,12/06/2019,09:22:34,Withdrawal,$     2.50,$   100.00,Approved
3233,12/06/2019,12:40:11,Withdrawal,$     2.50,$    80.00,Approved
3236,12/07/2019,11:33:47,Withdrawal,$     2.50,$    80.00,Approved
3237,12/07/2019,17:10:09,Withdrawal,$     2.50,$    60.00,Approved
3239,12/07/2019,20:03:22,Withdrawal,$     2.50,$   100.00,Approved
3240,12/08/2019,11:20:47,Withdrawal,$     2.50,$   100.00,Approved
3243,12/08/2019,16:02:56,Withdrawal,$     2.50,$    20.00,Approved
3244,12/09/2019,10:20:27,Withdrawal,$     2.50,$   400.00,Approved
3247,12/09/2019,10:21:15,Withdrawal,$     2.50,$   100.00,Approved
3248,12/09/2019,17:00:02,Withdrawal,$     2.50,$    40.00,Approved
3249,12/09/2019,12:56:33,Withdrawal,$     2.50,$   400.00,Approved
3250,12/09/2019,17:43:30,Withdrawal,$     2.50,$   400.00,Approved
3251,12/09/2019,17:05:34,Withdrawal,$     2.50,$    60.00,Approved
3252,12/09/2019,13:52:21,Withdrawal,$     2.50,$    60.00,Approved
3254,12/09/2019,20:54:08,Withdrawal,$     2.50,$   220.00,Approved
3255,12/10/2019,11:44:37,Withdrawal,$     2.50,$   300.00,Approved
3256,12/10/2019,17:11:45,Withdrawal,$     2.50,$   300.00,Approved
3257,12/10/2019,18:55:23,Withdrawal,$     2.50,$    40.00,Approved
3259,12/10/2019,15:08:35,Withdrawal,$     2.50,$   100.00,Approved
3260,12/11/2019,15:19:38,Withdrawal,$     2.50,$    60.00,Approved
3262,12/11/2019,16:05:34,Withdrawal,$     2.50,$   100.00,Approved
3263,12/10/2019,18:56:13,Withdrawal,$     2.50,$    60.00,Approved
3264,12/11/2019,16:58:31,Withdrawal,$     2.50,$   200.00,Approved
3265,12/11/2019,18:03:23,Withdrawal,$     2.50,$   100.00,Approved
3266,12/11/2019,17:19:51,Withdrawal,$     2.50,$    60.00,Approved
3267,12/11/2019,16:39:52,Withdrawal,$     2.50,$    60.00,Approved
3269,12/11/2019,18:05:28,Withdrawal,$     2.50,$    60.00,Approved
3270,12/12/2019,12:32:13,Withdrawal,$     2.50,$   120.00,Approved
3271,12/12/2019,12:01:06,Withdrawal,$     2.50,$    60.00,Approved
